gameId,year,week,homeAbbr,awayAbbr,offenseAbbr,defenseAbbr,homeScore,awayScore,quarter,clock,type,down,distance,yardLine,yardsGained
333640251,2013,16,TEX,ORE,ORE,TEX,0,0,3,0:13:46,Pass Incompletion,1,10,23,0
333640251,2013,16,TEX,ORE,ORE,TEX,0,0,3,0:13:26,Rush,2,10,23,1
333640251,2013,16,TEX,ORE,ORE,TEX,7,20,3,0:13:11,Pass Incompletion,3,9,22,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:12:30,Rush,1,10,27,2
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:12:05,Pass Completion,2,8,29,1
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:11:39,Pass Incompletion,3,7,30,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:11:12,Rush,1,10,81,3
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:10:38,Pass Completion,2,12,83,16
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:10:05,Pass Completion,1,10,67,14
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:09:45,Rush,1,10,53,2
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:09:15,Rush,2,8,51,-5
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:08:55,Pass Completion,3,13,56,3
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:08:00,Rush,1,10,23,2
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:07:40,Rush,2,8,25,2
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:06:08,Rush,1,10,75,4
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:05:25,Rush,2,11,76,7
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:05:00,Rush,3,4,69,7
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:04:35,Pass Completion,1,10,62,9
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:04:09,Pass Completion,2,1,53,20
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:03:47,Pass Completion,1,10,33,23
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:03:14,Rush,1,0,10,4
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:02:43,Pass Incompletion,2,0,6,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:01:35,Pass Incompletion,1,10,20,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:01:10,Rush,2,10,20,-1
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,3,0:00:45,Rush,3,11,19,7
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:00:11,Pass Incompletion,1,10,48,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,3,0:00:00,Rush,2,10,48,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,23,4,0:14:55,Pass Completion,3,10,48,5
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:13:41,Rush,1,10,3,-2
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:12:53,Pass Completion,2,12,1,11
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:12:19,Rush,3,1,12,4
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:12:00,Rush,1,10,16,3
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:11:30,Rush,2,7,19,1
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:11:08,Pass Completion,3,6,20,5
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:10:40,Rush,4,1,25,7
